SURVEY,FILENAME,SOFTWARE,NUM_PTS,NUM_RET1,NUM_RET2,NUM_RET3,NUM_RET4,NUM_RET5,X_SF,Y_SF,Z_SF,X_MIN,Y_MIN,X_MAX,Y_MAX,Z_MIN,Z_MAX,LONG_MIN,LAT_MIN,LONG_MAX,LAT_MAX,COMPRESSION,INTENSITY_MIN,INTENSITY_MAX,NUM_RET_MIN,NUM_RET_MAX,NUM_GROUND,NUM_LOWVEG,NUM_MEDVEG,NUM_HIVEG
PRG_2013,PRGL2100C9664_2013.laz, 'TerraScan',3008187,1639521,1368666,0,0,0,0.01,0.01,0.01,210088.88,9654000,210999.99,9654406.24,49.72,146.53,-47.60831517,-3.127080854,-47.6001146,-3.123429823, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,220,1,2,1632152,711296,55634,52656
PRG_2013,PRGL2110C9654_2013.laz, 'TerraScan',2161774,1179197,982577,0,0,0,0.01,0.01,0.01,211000,9654187.94,211535.73,9654608.64,46.06,110.48,-47.60011937,-3.125402746,-47.59529342,-3.121612562, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,202,1,2,1174702,515110,44520,43528
PRG_2013,PRGL2240C9660_2013.laz, 'TerraScan',1188341,844816,343525,0,0,0,0.01,0.01,0.01,224713.1,9660337.38,224999.99,9660647.01,136.07,164.33,-47.47669353,-3.070120385,-47.47410763,-3.067327779, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,915,1,2,841686,618908,178963,526206
PRG_2013,PRGL2250C9660_2013.laz, 'TerraScan',2886538,2830774,55764,0,0,0,0.01,0.01,0.01,225000,9660428.97,225999.99,9660999.99,134.92,219.01,-47.47411208,-3.069298547,-47.46510918,-3.064158184, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,588,1,2,2831614,2786394,722676,2056543
PRG_2013,PRGL2250C9661_2013.laz, 'TerraScan',117395,117375,20,0,0,0,0.01,0.01,0.01,225792.45,9661000,225999.99,9661092.44,136.7,138.32,-47.4669752,-3.064153776,-47.46510727,-3.063322563, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,66,213,1,2,117395,117375,35092,82287
PRG_2013,PRGL2260C9660_2013.laz, 'TerraScan',245089,244062,1027,0,0,0,0.01,0.01,0.01,226000,9660874.56,226281.37,9660999.99,131.73,140.06,-47.46511169,-3.065291899,-47.46257925,-3.064164034, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,5,244,1,2,244141,243124,60338,178971
PRG_2013,PRGL2260C9661_2013.laz, 'TerraScan',2718738,2712600,6138,0,0,0,0.01,0.01,0.01,226000,9661000,226999.99,9661538.04,130.09,142.77,-47.46510909,-3.064158094,-47.45610693,-3.059315681, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,4,232,1,2,2714079,2708069,590923,2111568
PRG_2013,PRGL2270C9661_2013.laz, 'TerraScan',2495077,2397030,98047,0,0,0,0.01,0.01,0.01,227000,9661320.4,227999.99,9661983.89,113.05,196.2,-47.45611132,-3.061282861,-47.44710659,-3.055306409, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,4,230,1,2,2397871,2305385,531190,1655520
PRG_2013,PRGL2280C9661_2013.laz, 'TerraScan',774930,658514,116416,0,0,0,0.01,0.01,0.01,228000,9661765.84,228525.1,9661999.99,106.98,127.51,-47.44711097,-3.057277308,-47.44238489,-3.055171685, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,206,1,2,658737,552114,95143,371628
PRG_2013,PRGL2280C9662_2013.laz, 'TerraScan',2022495,1679539,342956,0,0,0,0.01,0.01,0.01,228036.04,9662000,228999.99,9662429.57,93.26,145.62,-47.44678213,-3.055161536,-47.43810628,-3.051298542, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,209,1,2,1678790,1429032,312836,971221
PRG_2013,PRGL2290C9662_2013.laz, 'TerraScan',837374,802248,35126,0,0,0,0.01,0.01,0.01,229000,9662211.28,229366.97,9662556.52,118.98,136.36,-47.43811064,-3.053271625,-47.4348041,-3.050158575, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,181,1,2,802271,768357,136581,548833
PRG_2013,PRGL2600C9676_2013.laz, 'TerraScan',3393528,1717824,1675704,0,0,0,0.01,0.01,0.01,260376.96,9676221.99,260999.99,9676680.98,57.99,97.54,-47.15571684,-2.9272122,-47.15010663,-2.923073439, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,353,1,2,1710960,615658,55586,70170
PRG_2013,PRGL2610C9676_2013.laz, 'TerraScan',2887340,2140637,746703,0,0,0,0.01,0.01,0.01,261000,9676463.01,261999.99,9676999.99,57.84,96.28,-47.1501103,-2.925044033,-47.14110914,-2.920206632, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,151,1,2,2136524,1616466,307668,937225
PRG_2013,PRGL2610C9677_2013.laz, 'TerraScan',189171,188612,559,0,0,0,0.01,0.01,0.01,261716.49,9677000,261999.99,9677125.99,67.56,76.96,-47.14365838,-2.920201657,-47.14110698,-2.919067502, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,5,128,1,2,188623,188065,44860,141024
PRG_2013,PRGL2620C9676_2013.laz, 'TerraScan',96552,92527,4025,0,0,0,0.01,0.01,0.01,262000,9676908.11,262206.58,9676999.99,59.3,80.8,-47.14111063,-2.921037294,-47.13925148,-2.920210188, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,4,120,1,2,92525,89955,22149,67072
PRG_2013,PRGL2620C9677_2013.laz, 'TerraScan',2397831,2210327,187504,0,0,0,0.01,0.01,0.01,262000,9677000,262999.99,9677571.15,59.21,130.64,-47.14110905,-2.920206542,-47.13210735,-2.915060088, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,156,1,2,2210011,2079061,510352,1516034
PRG_2013,PRGL2630C9677_2013.laz, 'TerraScan',3015124,2329935,685189,0,0,0,0.01,0.01,0.01,263000,9677353.01,263999.99,9677999.99,58.55,129.41,-47.13211098,-2.917032242,-47.12310802,-2.911200101, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,201,1,2,2327392,1873294,410650,1085540
PRG_2013,PRGL2630C9678_2013.laz, 'TerraScan',2947,2947,0,0,0,0,0.01,0.01,0.01,263963.33,9678000,263999.99,9678016.3,118.99,120.92,-47.12343767,-2.911199387,-47.12310774,-2.911052645, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,50,117,1,1,2947,2947,2170,6
PRG_2013,PRGL2640C9677_2013.laz, 'TerraScan',518504,518318,186,0,0,0,0.01,0.01,0.01,264000,9677798.23,264453.02,9677999.99,120.38,128.74,-47.12311135,-2.913024178,-47.11903434,-2.911207805, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,5,189,1,2,518376,518190,143373,367313
PRG_2013,PRGL2640C9678_2013.laz, 'TerraScan',3106718,1979225,1127493,0,0,0,0.01,0.01,0.01,264000,9678000,264999.99,9678438.68,70.18,150.08,-47.12310793,-2.911200011,-47.11410854,-2.907250944, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,2,237,1,2,1974736,1249428,282355,613898
PRG_2013,PRGL2650C9678_2013.laz, 'TerraScan',21666,12137,9529,0,0,0,0.01,0.01,0.01,265000,9678243.34,265031.03,9678325.73,88.34,116,-47.11411174,-2.90901699,-47.11383132,-2.908272637, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,3,172,1,2,12111,5653,648,990
PRG_2013,PRGL2780C9684_2013.laz, 'TerraScan',3313101,1782499,1530602,0,0,0,0.01,0.01,0.01,278209.93,9684157.79,278999.99,9684690.88,97.41,192.95,-46.99522905,-2.855758594,-46.98811625,-2.850950981, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,228,1,2,1773494,759689,42665,35804
PRG_2013,PRGL2790C9684_2013.laz, 'TerraScan',4147769,2341652,1806117,0,0,0,0.01,0.01,0.01,279000,9684472.93,279999.99,9684999.99,86.92,191.44,-46.98811955,-2.852921599,-46.97911909,-2.84817169, LASzip compression (version 2.2r0 c2 50000): POINT10 2 GPSTIME11 2,1,209,1,2,2330906,1112904,125215,259142
